7,
4399,
3,1,6,5,4,0,2,0.0032622783955008,
3,6,1,4,5,2,0,0.00674790446560098,
3,1,4,5,6,2,0,0.00610378898449574,
3,6,1,4,5,0,2,0.00474235158003628,
3,6,4,5,1,2,0,0.00627997788521865,
3,4,6,5,1,2,0,0.00562117298322594,
3,4,1,6,5,2,0,0.00634209812208064,
3,6,5,4,1,2,0,0.00530723410440343,
3,4,5,6,1,0,2,0.00403623516687558,
3,4,6,5,1,0,2,0.00361836279634467,
3,4,1,5,6,0,2,0.00491631078898746,
3,1,4,6,5,2,0,0.00599014522495496,
3,5,6,4,1,2,0,0.00653355244705804,
3,4,5,1,6,0,2,0.00467235066423373,
3,4,6,1,5,2,0,0.00609035352818007,
3,1,5,4,6,2,0,0.00673404110136832,
3,1,5,6,4,0,2,0.00337573810945506,
3,5,4,6,1,0,2,0.00418538843649123,
3,4,1,6,5,0,2,0.00403915043705038,
3,5,6,1,4,2,0,0.00595101412712929,
3,1,5,4,6,0,2,0.00498713160245766,
3,5,4,1,6,0,2,0.00469973662767432,
3,1,6,4,5,2,0,0.00676959246657393,
3,1,6,5,4,2,0,0.00579523040755678,
3,5,4,1,6,2,0,0.0081436920036086,
3,6,4,1,5,2,0,0.00569124464602537,
3,6,4,5,1,0,2,0.00420163350373344,
3,6,1,5,4,0,2,0.00379712418180928,
3,5,6,1,4,0,2,0.00406345032458223,
3,6,5,1,4,0,2,0.00569583700485165,
3,6,4,1,5,0,2,0.00500691442528867,
3,5,1,6,4,0,2,0.00420757323498762,
3,6,1,5,4,2,0,0.00672586707830894,
3,4,5,1,6,2,0,0.00605250091750652,
3,1,4,6,5,0,2,0.00459253214303023,
3,6,5,1,4,2,0,0.00646440812558767,
3,5,4,6,1,2,0,0.00664553292057188,
3,5,1,4,6,0,2,0.00462681824651531,
3,4,5,6,1,2,0,0.00622287603765105,
3,1,6,4,5,0,2,0.00466949807609308,
3,6,5,4,1,0,2,0.00426802939078732,
3,1,5,6,4,2,0,0.0056745556108629,
3,4,6,1,5,0,2,0.00411066727151499,
2,4,6,1,5,3,0,0.00823100043298847,
2,6,1,4,5,3,0,0.00991754104241791,
2,4,6,1,3,5,0,0.00270111903616418,
2,1,4,6,3,5,0,0.00303952406748969,
2,6,1,4,3,5,0,0.00343559855313685,
2,4,1,6,3,5,0,0.00348221103161963,
2,1,6,4,3,5,0,0.00315690883477561,
2,4,1,6,5,3,0,0.00873786704491811,
2,6,4,1,5,3,0,0.00958091639126103,
2,6,4,1,3,5,0,0.0032550562557727,
2,1,6,4,5,3,0,0.00770189072040535,
2,1,4,6,5,3,0,0.00808599681675082,
2,1,4,3,5,6,0,0.00235498406171622,
2,6,3,4,5,1,0,0.00233494853393991,
2,4,1,3,6,5,0,0.0021839634903877,
2,1,6,3,5,4,0,0.00195576699897721,
2,4,1,3,5,6,0,0.00192547475766989,
2,5,4,3,6,1,0,0.0018621070271085,
2,3,1,5,4,6,0,0.0140994912133176,
2,5,1,4,6,3,0,0.00977908765449722,
2,6,5,3,4,1,0,0.00195998706512582,
2,3,4,5,6,1,0,0.0137318659094808,
2,5,4,3,1,6,0,0.00267349530800417,
2,4,3,5,6,1,0,0.0020030505556278,
2,3,4,1,5,6,0,0.0142305379251535,
2,5,4,6,3,1,0,0.00235364335778277,
2,6,3,5,1,4,0,0.00262571872556699,
2,6,4,5,3,1,0,0.00199545509236434,
2,3,6,5,1,4,0,0.0130092344173599,
2,3,4,6,5,1,0,0.0133588323607139,
2,1,6,5,4,3,0,0.00848513232311605,
2,4,1,5,3,6,0,0.00356698302100636,
2,4,6,5,1,3,0,0.00819267885849624,
2,4,3,1,5,6,0,0.00246201355570673,
2,3,4,6,1,5,0,0.0144611498577279,
2,5,1,3,4,6,0,0.00229943696847915,
2,5,3,4,1,6,0,0.00263399093337259,
2,6,4,3,1,5,0,0.00249477006845121,
2,3,6,4,5,1,0,0.0136312878143136,
2,4,6,5,3,1,0,0.00170894478551312,
2,6,4,3,5,1,0,0.00200610606957586,
2,4,3,5,1,6,0,0.00226579236034994,
2,1,6,5,3,4,0,0.00209020225244795,
2,3,5,4,6,1,0,0.0128889987176241,
2,3,6,1,5,4,0,0.01414773260065,
2,6,3,1,5,4,0,0.00294589726134948,
2,3,6,4,1,5,0,0.0136727826915257,
2,3,5,1,6,4,0,0.0137111835376169,
2,5,4,1,6,3,0,0.00901645994585521,
2,6,1,5,4,3,0,0.00936175824462572,
2,5,1,3,6,4,0,0.00208903346799318,
2,6,5,1,3,4,0,0.00207023660741865,
2,4,5,1,3,6,0,0.00280010828841321,
2,4,6,3,5,1,0,0.00221924787682062,
2,1,5,4,3,6,0,0.00311856197058017,
2,6,3,4,1,5,0,0.00265447790242129,
2,3,6,1,4,5,0,0.0142048480410476,
2,5,6,4,3,1,0,0.00189868011883608,
2,1,4,5,6,3,0,0.00888025058337505,
2,5,1,6,3,4,0,0.00222428588555971,
2,3,1,4,6,5,0,0.0132157494244271,
2,3,1,5,6,4,0,0.0130732245548602,
2,1,6,3,4,5,0,0.00220675383497048,
2,1,3,5,4,6,0,0.00267544882363179,
2,6,5,1,4,3,0,0.00975415137015455,
2,1,5,3,6,4,0,0.00192571866435044,
2,4,3,6,5,1,0,0.0023646613317891,
2,1,4,3,6,5,0,0.0024677223067037,
2,5,3,1,6,4,0,0.00202912240698468,
2,4,5,1,6,3,0,0.00935960131609842,
2,5,6,4,1,3,0,0.00860003962260486,
2,5,1,6,4,3,0,0.00839196794353711,
2,5,6,1,4,3,0,0.00873159558984383,
2,4,5,6,1,3,0,0.00830406406394666,
2,3,5,4,1,6,0,0.014415447137418,
2,3,1,6,5,4,0,0.0132205724608596,
2,5,6,1,3,4,0,0.00188444169482102,
2,4,5,3,1,6,0,0.00191840778842684,
2,1,5,4,0,6,3,0.000640347227960638,
2,5,1,4,0,3,6,0.000399755880448695,
2,4,1,5,0,3,6,0.000512077365427037,
2,5,1,4,0,6,3,0.000606032555312311,
2,5,4,1,0,6,3,0.000548274557291089,
2,4,1,5,0,6,3,0.000500872809113904,
2,1,5,4,0,3,6,0.000473753611012778,
2,1,4,5,0,6,3,0.000684083807319748,
2,5,4,1,0,3,6,0.000614947373658968,
2,4,5,1,0,6,3,0.000627754344786639,
2,1,4,5,0,3,6,0.000498141754631941,
2,4,5,1,0,3,6,0.000500310548036178,
3,2,1,5,4,0,6,0.000614922156825254,
3,2,4,1,5,0,6,0.00102050537444144,
3,2,1,4,5,6,0,0.01705772917908,
3,2,4,1,5,6,0,0.0172195616657397,
3,2,1,4,5,0,6,0.000703102528299797,
3,2,5,1,4,0,6,0.000900837574870483,
3,2,5,4,1,0,6,0.00105150266515225,
3,2,4,5,1,0,6,0.000814244325086945,
3,2,4,5,1,6,0,0.0177110025680862,
3,2,5,4,1,6,0,0.015531148595723,
3,2,5,1,4,6,0,0.0162835421670125,
3,2,1,5,4,6,0,0.0183664917969647,
3,1,6,2,5,4,0,0.0021624236836033,
3,4,1,6,2,5,0,0.00193846001289522,
3,2,4,6,5,1,0,0.0169398771402653,
3,4,6,2,1,5,0,0.00153846453610057,
3,5,4,6,2,1,0,0.00152395780976274,
3,4,2,5,1,6,0,0.00192147826807891,
3,2,5,4,6,1,0,0.0173123193225094,
3,5,4,2,1,6,0,0.00165201008026106,
3,5,1,6,2,4,0,0.00190299218686961,
3,1,2,5,4,6,0,0.00220587999701774,
3,4,6,2,5,1,0,0.00241131477537796,
3,1,4,2,6,5,0,0.00142791230226433,
3,2,6,1,4,5,0,0.0175707522870529,
3,6,2,1,4,5,0,0.00240338061582765,
3,2,6,4,5,1,0,0.0154007338300433,
3,5,4,1,2,6,0,0.00156390251208602,
3,2,5,1,6,4,0,0.0157957453847108,
3,6,5,2,4,1,0,0.00191859722317301,
3,4,2,5,6,1,0,0.00208850926657318,
3,4,1,2,5,6,0,0.00162752764896033,
3,6,1,4,2,5,0,0.00224350119756705,
3,1,6,5,2,4,0,0.00125608693847621,
3,2,1,6,5,4,0,0.0149402350341937,
3,2,6,1,5,4,0,0.0168908029275684,
3,5,2,1,6,4,0,0.00187896344120934,
3,2,4,5,6,1,0,0.0161473684488174,
3,4,5,1,2,6,0,0.00168066702037488,
3,5,1,2,6,4,0,0.0022054955828333,
3,6,4,2,1,5,0,0.00159814513179907,
3,4,5,6,2,1,0,0.0017895309964561,
3,6,5,2,1,4,0,0.00212996177473762,
3,6,2,5,4,1,0,0.00291414613674912,
3,5,2,1,4,6,0,0.00245057088292389,
3,1,5,6,2,4,0,0.00200741437807677,
3,5,6,1,2,4,0,0.00214526604775065,
3,5,1,4,2,6,0,0.00195655272562326,
3,5,4,2,6,1,0,0.00174899604027483,
3,5,6,4,2,1,0,0.00197265668885907,
3,1,2,5,6,4,0,0.00128005684363888,
3,1,5,4,2,6,0,0.00173855070552086,
3,1,5,2,6,4,0,0.00147976110852476,
3,1,4,5,2,6,0,0.00221191145843938,
3,4,2,1,5,6,0,0.00214249023540017,
3,5,2,6,4,1,0,0.00188816232988511,
3,4,6,1,2,5,0,0.00199590362042055,
3,4,6,5,2,1,0,0.00199167336394909,
3,5,6,2,1,4,0,0.00148386669985645,
3,6,4,2,5,1,0,0.00176730228048865,
3,6,5,4,2,1,0,0.00166064390768565,
3,2,6,5,1,4,0,0.0168527144477651,
3,1,2,6,4,5,0,0.00137344958536297,
3,1,4,2,5,6,0,0.0022992782962261,
3,6,1,5,2,4,0,0.00201405396115395,
3,1,2,6,5,4,0,0.00243480418620771,
0,4,6,5,1,3,2,0.0101187662177018,
0,6,1,3,5,4,2,0.00246251910052768,
0,6,1,5,4,3,2,0.010682320028412,
0,6,4,3,5,1,2,0.00238389675773037,
0,3,5,1,6,4,2,0.00819253148793629,
0,4,6,1,5,3,2,0.0107377886820153,
0,3,4,6,5,1,2,0.00764497503002669,
0,3,1,5,4,6,2,0.00780119712799726,
0,5,3,4,1,6,2,0.00244406937646328,
0,1,4,3,5,6,2,0.00242537772339562,
0,4,5,6,3,1,2,0.00170406415219252,
0,1,6,3,4,5,2,0.00217262026436908,
0,5,3,1,4,6,2,0.00276854845903416,
0,3,1,6,5,4,2,0.00812797802632586,
0,5,4,1,3,6,2,0.00323287399081147,
0,3,5,4,6,1,2,0.00814043831966777,
0,4,1,3,5,6,2,0.00187963186144545,
0,3,1,4,6,5,2,0.00724098125512467,
0,1,6,3,5,4,2,0.00220672491244834,
0,6,3,5,1,4,2,0.00220484705612593,
0,6,4,5,1,3,2,0.0111766350412858,
0,5,4,6,1,3,2,0.0107431393713429,
0,1,4,5,6,3,2,0.0110141802133438,
0,5,1,4,6,3,2,0.0108211421135755,
0,6,5,1,3,4,2,0.00217847746052095,
0,5,6,4,1,3,2,0.011246329062792,
0,4,6,3,5,1,2,0.00236996810118972,
0,1,4,3,6,5,2,0.00260973406251389,
0,4,3,6,5,1,2,0.00233666005406362,
0,1,6,5,4,3,2,0.010415653314837,
0,3,5,6,4,1,2,0.00796111050700792,
0,5,3,6,4,1,2,0.00242055830290178,
0,4,3,1,6,5,2,0.00181434895693893,
0,3,5,1,4,6,2,0.00786684548078773,
0,5,6,1,3,4,2,0.00211965398105778,
0,1,5,6,4,3,2,0.0108733749162009,
0,4,5,1,6,3,2,0.0100427625939416,
0,3,6,5,1,4,2,0.00781737068245112,
0,3,6,4,1,5,2,0.00679490776550766,
0,4,6,3,1,5,2,0.00188755960105761,
0,4,1,6,5,3,2,0.0104013446373065,
0,4,3,5,1,6,2,0.00238706564243014,
0,5,4,3,1,6,2,0.00245994988140734,
0,6,4,3,1,5,2,0.0024464308713706,
0,1,3,6,4,5,2,0.00298955031619524,
0,4,3,6,1,5,2,0.00275741639874374,
